3,3.035432,783.2094,1141.9,1142.934,1047.424,782.398,-73.35541,137.5386,-10.06547,-48.90897,224.2199,-70.63731,-32.73568,127.7319,-17.71712,-15.14601,125.0572,-17.00123,1.736448,131.3473,-33.53356,-73.96012,129.4011,7.062131,-47.59377,217.8692,-70.47384,-39.42178,150.7846,-78.3707,-13.9083,132.4473,-65.04926,16.83067,136.1697,-55.40394,-0.6225216,-0.221695,-0.7505452,-0.1395156,0.4897135,-0.8606486,-0.3344169,-0.729107,-0.5971334,-0.3360088,-0.8862162,-0.318934,-0.3601228,-0.7492772,-0.5557834,48.43038,54.64828,62.26733,59.8717,46.9383,18.81779,17.97476,17.6536,16.79852,14.92176,TRUE,TRUE,TRUE,FALSE,FALSE
2,3.052552,1064.725,1476.123,1092.728,1004.521,887.2505,-62.59492,155.6847,-24.81232,-30.29041,252.8016,-58.50146,-28.03211,138.2397,-15.98263,-11.3586,137.4059,-11.40046,4.167338,145.178,-11.73754,-70.22654,136.8703,-2.933965,-30.74202,247.3427,-59.58499,-35.39165,144.3834,-55.26436,-13.78015,135.0775,-48.27296,9.05746,141.6943,-40.39881,-0.4682463,-0.01693064,-0.8834357,0.005456131,0.6676046,-0.744496,-0.2940724,-0.9483629,-0.1188668,-0.3707401,-0.9281141,0.0340015,-0.5526599,-0.8285638,-0.08971658,48.45451,54.67551,62.29835,59.90153,46.96169,18.82717,17.98371,17.6624,16.80689,14.92919,TRUE,TRUE,FALSE,FALSE,FALSE
1,3.069937,850.2623,1353.385,1115.514,1036.785,971.9615,-53.75749,167.7159,-23.95441,-22.66278,269.3078,-41.96486,-33.70712,150.4477,-11.22794,-17.34416,146.7308,-6.411956,-1.497738,152.0403,-4.395111,-64.56597,148.3566,-10.97898,-22.38247,264.9573,-43.73758,-35.4339,148.0503,-40.9274,-15.09906,139.4444,-37.37636,3.702906,147.0208,-27.2795,-0.363029,0.08872624,-0.9275439,0.06681376,0.7447443,-0.6639969,-0.3240823,-0.9381121,0.1221329,-0.4250703,-0.8765926,0.2256116,-0.6226016,-0.757103,0.1978948,48.47864,54.70273,62.32938,59.93136,46.98507,18.83655,17.99267,17.67119,16.81526,14.93663,FALSE,TRUE,FALSE,FALSE,FALSE
1,3.087266,506.0804,754.7287,894.0449,806.6915,725.2343,-48.68342,165.9586,-24.63149,-20.81261,269.9478,-41.75318,-35.5301,151.482,-6.594438,-19.71415,147.0007,-1.746531,-3.995886,151.9391,-1.092785,-57.69957,157.0451,-17.05658,-20.12459,267.4395,-41.63468,-35.85328,149.4544,-32.89612,-16.29604,141.3944,-30.4063,0.5429637,149.1425,-18.96504,-0.2597364,0.03455647,-0.9650611,0.08638924,0.7334943,-0.6741832,-0.2850753,-0.9046888,0.3166546,-0.4001417,-0.8271199,0.3946636,-0.592557,-0.7072688,0.3855476,48.50277,54.72996,62.3604,59.96119,47.00846,18.84592,18.00162,17.67999,16.82363,14.94406,FALSE,TRUE,FALSE,FALSE,FALSE
1,3.104578,305.3113,310.7499,686.9305,558.4587,491.871,-45.33257,162.0639,-23.43141,-21.73254,267.3934,-44.49902,-37.68378,150.0355,-2.222881,-22.3833,145.9095,0.6181477,-6.584417,150.5262,0.7355583,-50.72528,160.3203,-20.65176,-20.69634,265.6045,-43.6685,-36.09419,149.7048,-28.42156,-17.06635,142.1442,-26.4452,-1.276821,149.7292,-14.23512,-0.2079206,-0.02586639,-0.9778036,0.08618327,0.7058733,-0.7030756,-0.245877,-0.8580344,0.4509119,-0.3844702,-0.7873133,0.4819962,-0.5698135,-0.6669739,0.4800608,48.52689,54.75719,62.39142,59.99101,47.03185,18.8553,18.01058,17.68878,16.832,14.9515,FALSE,TRUE,FALSE,FALSE,FALSE
1,3.121913,192.8886,83.33324,465.5683,361.16,311.5817,-44.98145,159.2873,-22.20077,-24.8961,264.7426,-46.80826,-39.63251,148.5103,0.1096475,-24.54335,144.5907,1.858809,-8.760538,149.1901,1.335479,-45.81192,159.9174,-21.63455,-23.75789,262.8857,-46.16145,-36.36581,149.6597,-25.88287,-17.70716,142.434,-24.01319,-2.753826,149.759,-11.31791,-0.1949932,-0.0612526,-0.9788901,0.06879696,0.6854361,-0.7248754,-0.2142882,-0.8312244,0.512978,-0.3650449,-0.768366,0.5256957,-0.550176,-0.6506848,0.5233694,48.55102,54.78441,62.42244,60.02084,47.05523,18.86467,18.01953,17.69758,16.84036,14.95893,FALSE,TRUE,FALSE,FALSE,FALSE
1,3.121913,192.8886,83.33324,465.5683,361.16,311.5817,-44.98145,159.2873,-22.20077,-24.8961,264.7426,-46.80826,-39.63251,148.5103,0.1096475,-24.54335,144.5907,1.858809,-8.760538,149.1901,1.335479,-45.81192,159.9174,-21.63455,-23.75789,262.8857,-46.16145,-36.36581,149.6597,-25.88287,-17.70716,142.434,-24.01319,-2.753826,149.759,-11.31791,-0.1949932,-0.0612526,-0.9788901,0.06879696,0.6854361,-0.7248754,-0.2142882,-0.8312244,0.512978,-0.3650449,-0.768366,0.5256957,-0.550176,-0.6506848,0.5233694,48.55102,54.78441,62.42244,60.02084,47.05523,18.86467,18.01953,17.69758,16.84036,14.95893,FALSE,TRUE,FALSE,FALSE,FALSE
1,3.147992,142.1617,66.38426,210.9772,198.0022,139.9912,-43.06888,157.0042,-22.12463,-25.20839,262.2015,-49.43679,-39.0743,147.0726,0.7794979,-23.81789,143.3237,3.541853,-8.304476,148.088,2.001368,-41.2908,157.3627,-21.73412,-24.31049,260.8263,-48.25612,-36.50275,149.5336,-24.28969,-18.0398,142.5146,-22.46485,-3.714866,149.5629,-9.165875,-0.1737003,-0.08981732,-0.9806942,0.0664751,0.6668605,-0.7422116,-0.2022043,-0.8146268,0.543596,-0.3414938,-0.7424729,0.576295,-0.5384894,-0.6386781,0.5496539,48.57515,54.81164,62.45346,60.05067,47.07861,18.87404,18.02849,17.70637,16.84873,14.96636,FALSE,TRUE,FALSE,FALSE,FALSE
1,3.16535,145.2538,148.7441,172.5856,166.9768,120.4352,-41.79029,154.6149,-21.91116,-26.09263,259.2236,-52.14394,-38.11376,145.2439,1.827071,-22.75042,141.9376,5.034284,-7.422601,146.8661,3.073046,-40.03215,155.5959,-21.54773,-24.648,259.5398,-49.47644,-36.55386,149.4293,-23.41637,-18.17201,142.5303,-21.72154,-4.083239,149.4152,-8.141327,-0.1659673,-0.1172978,-0.9791303,0.05714669,0.6468472,-0.7604755,-0.1821878,-0.7958861,0.5773846,-0.3181274,-0.7201045,0.6166397,-0.5148115,-0.6237066,0.5881829,48.59928,54.83886,62.48448,60.0805,47.102,18.88342,18.03744,17.71517,16.8571,14.9738,FALSE,TRUE,FALSE,FALSE,FALSE
1,3.18268,140.1496,231.2827,183.1866,144.2516,106.4959,-41.32775,151.8082,-21.6092,-28.41699,255.3459,-55.54741,-36.95128,142.8441,3.740213,-21.67322,140.255,6.149834,-6.531196,145.3939,3.627788,-39.35478,152.8709,-21.2803,-25.69321,257.2599,-51.5271,-36.55225,149.2019,-22.29068,-18.26181,142.4991,-20.96505,-4.295385,149.1751,-7.202328,-0.1784502,-0.1491464,-0.9725795,0.03197553,0.6212028,-0.7829973,-0.1425874,-0.7671544,0.6254142,-0.2857766,-0.6973493,0.6572943,-0.4813365,-0.6071157,0.6322386,48.62341,54.86609,62.5155,60.11032,47.12538,18.8928,18.0464,17.72396,16.86547,14.98123,FALSE,TRUE,FALSE,FALSE,FALSE
1,3.200025,254.8508,522.9373,231.1689,182.9481,153.8267,-46.67429,146.5717,-18.98455,-37.11679,245.41,-62.88549,-38.23,138.594,6.773795,-22.67956,136.3025,8.001551,-7.986679,141.1919,3.276419,-44.49966,148.3885,-19.33813,-29.66296,252.0438,-55.73741,-36.59019,148.5867,-20.34641,-18.44268,142.2693,-19.50887,-4.797302,148.182,-5.532532,-0.3076805,-0.2111135,-0.9277735,-0.05682417,0.5495318,-0.8335381,-0.06689519,-0.708146,0.7028899,-0.2030273,-0.6322562,0.7476845,-0.3998098,-0.546484,0.7358719,48.64753,54.89331,62.54652,60.14015,47.14877,18.90217,18.05535,17.73276,16.87384,14.98866,FALSE,TRUE,FALSE,FALSE,FALSE
1,3.217335,584.32,1116.064,397.7066,352.2097,366.0246,-55.92191,134.4669,-15.04775,-51.6537,222.4432,-76.20604,-40.68555,129.0745,9.93369,-25.07999,127.2241,9.440029,-11.09271,131.5159,2.452862,-54.48491,138.3249,-15.4607,-39.23976,239.368,-63.78901,-36.92055,146.6926,-16.80735,-19.09937,140.9084,-16.13853,-6.418046,144.334,-3.01919,-0.4652796,-0.3376149,-0.8182488,-0.1761744,0.3984471,-0.9001125,0.04176288,-0.580791,0.8129807,-0.09284561,-0.5031122,0.8592193,-0.2840255,-0.4166864,0.8635404,48.67166,54.92054,62.57755,60.16998,47.17215,18.91154,18.06431,17.74155,16.88221,14.9961,FALSE,TRUE,FALSE,FALSE,FALSE
1,3.234791,637.0917,1842.1,1540.624,861.2151,724.3037,-76.15741,137.0195,-0.7873597,-57.41528,153.11,-74.72135,-41.80285,129.0035,-78.53995,-32.68813,106.0482,-19.00917,-11.77187,113.0118,-13.51914,-66.44406,134.0249,-8.307535,-47.00419,201.5541,-74.55189,-39.59098,141.378,-18.42106,-21.22604,134.0072,-12.44939,-8.64737,132.9028,-2.874708,-0.621479,-0.3004237,-0.7235395,-0.2794297,-0.1742298,-0.9442261,-0.5090744,-0.8579335,-0.06923417,-0.4221725,-0.7564465,0.4995589,-0.5888782,-0.6422968,0.4905887,48.69579,54.94777,62.60857,60.19981,47.19554,18.92092,18.07326,17.75035,16.89058,15.00353,FALSE,TRUE,FALSE,FALSE,FALSE
3,3.252258,588.986,1459.411,1719.322,1059.611,793.9677,-71.13008,120.4852,-14.7593,-38.13866,144.8324,-85.10734,-14.42935,122.8619,-88.47831,-14.06525,97.0945,-34.58605,4.010754,106.3344,-21.31686,-67.11938,122.4483,-16.47357,-40.47776,169.4409,-83.03253,-38.8404,138.2062,-23.81039,-20.83248,124.9195,-15.07549,-5.383371,120.6337,-8.93798,-0.4957962,-0.3157581,-0.8090012,-0.1143641,-0.2756574,-0.9544286,-0.2188467,-0.7606004,-0.6112226,-0.3756329,-0.9224972,0.08887538,-0.5329469,-0.8423967,0.0795945,48.71992,54.97499,62.63959,60.22964,47.21892,18.9303,18.08222,17.75914,16.89895,15.01097,TRUE,TRUE,TRUE,FALSE,FALSE
3,3.269392,970.9621,1099.793,1661.286,1142.51,834.3158,-55.39647,100.8187,-32.16514,-18.01361,144.9688,-92.33865,16.11271,123.0554,-87.05303,10.97872,95.01158,-39.10048,22.85039,106.9531,-21.63186,-55.86598,105.5243,-28.97799,-26.2332,153.8626,-89.10746,-34.19165,135.7815,-29.99219,-13.92891,116.7886,-20.05412,6.857929,113.4437,-14.62124,-0.2154602,-0.3479775,-0.9124081,0.1238539,-0.1782951,-0.9761512,0.2104903,-0.616361,-0.7588102,-0.08918721,-0.9803922,-0.1757181,-0.2276963,-0.9459385,-0.2309864,48.74405,55.00222,62.67061,60.25946,47.24231,18.93967,18.09117,17.76794,16.90732,15.0184,TRUE,TRUE,TRUE,FALSE,FALSE
3,3.286726,999.8205,906.0037,1346.087,973.3868,725.8574,-40.37756,91.68484,-44.31997,-0.9074083,147.5898,-94.73424,36.69606,127.0271,-80.7353,27.23964,97.55943,-38.03228,34.54804,110.6953,-18.9541,-42.76852,95.13583,-40.94948,-8.502261,150.8777,-93.1449,-21.90718,133.2037,-39.28678,-0.7761756,109.9225,-25.91253,22.63749,111.4475,-17.59496,0.03572725,-0.3235764,-0.9455273,0.322338,-0.08545537,-0.9427596,0.4784754,-0.5028571,-0.7198583,0.148908,-0.9456817,-0.2889853,0.062912,-0.9171634,-0.393514,48.76817,55.02944,62.70163,60.28929,47.26569,18.94905,18.10013,17.77673,16.91569,15.02584,TRUE,TRUE,TRUE,FALSE,FALSE
