5,8.676996,3.977169,3.764882,2.181789,1.878539,3.931977,-88.79626,161.7043,37.13421,-46.5924,184.5563,-51.60382,-14.27127,182.5405,-64.8735,19.29196,179.3659,-56.54167,47.39313,183.4766,-34.278,-87.69244,158.3786,35.83823,-45.18227,182.6347,-53.13351,-12.44872,180.2924,-66.5983,21.02583,177.0364,-57.89346,47.70266,182.6551,-34.53809,-0.8163492,0.08112924,-0.5718322,-0.210906,-0.06805242,-0.9751346,-0.0553001,-0.1444528,-0.9879652,0.08323713,-0.1951768,-0.9772295,0.2284201,-0.1210577,-0.9660069,49.96407,56.37888,64.2392,61.76771,48.42474,19.41371,18.54398,18.21265,17.33049,15.3943,TRUE,TRUE,TRUE,TRUE,TRUE,162.390405237516,1
5,8.695059,3.543794,3.216358,2.392481,2.026318,4.183077,-88.80222,161.6567,37.11586,-46.62213,184.5055,-51.6007,-14.32144,182.5536,-64.87824,19.25292,179.3147,-56.54664,47.34541,183.4071,-34.29781,-87.70158,158.4054,35.8487,-45.20834,182.6588,-53.10392,-12.47556,180.316,-66.57161,21.00949,177.0518,-57.87961,47.69844,182.6566,-34.53422,-0.8163,0.0811646,-0.5718973,-0.2108308,-0.06828021,-0.975135,-0.05550152,-0.1440502,-0.9880127,0.08317546,-0.195558,-0.9771586,0.2280122,-0.121926,-0.9659941,49.96407,56.37888,64.2392,61.76771,48.42474,19.41371,18.54398,18.21265,17.33049,15.3943,TRUE,TRUE,TRUE,TRUE,TRUE,162.40952411418,1
5,8.713142,3.150678,2.182659,2.386272,1.795282,3.356244,-88.80493,161.629,37.08725,-46.6478,184.4781,-51.59735,-14.36475,182.5552,-64.87946,19.21933,179.293,-56.5523,47.30357,183.38,-34.3153,-87.70963,158.4289,35.85764,-45.23281,182.6808,-53.07644,-12.50152,180.3385,-66.54645,20.99306,177.067,-57.86599,47.69402,182.6577,-34.53088,-0.8161552,0.08117297,-0.5721028,-0.2107227,-0.06834313,-0.9751539,-0.05565384,-0.1438553,-0.9880325,0.08316809,-0.1955785,-0.9771551,0.227742,-0.1220691,-0.9660397,49.96407,56.37888,64.2392,61.76771,48.42474,19.41371,18.54398,18.21265,17.33049,15.3943,TRUE,TRUE,TRUE,TRUE,TRUE,162.425705517093,1
5,8.731313,1.247879,1.883744,2.61731,1.909046,2.702565,-88.83286,161.6436,37.09805,-46.68346,184.4555,-51.59045,-14.41782,182.5584,-64.87875,19.17644,179.2731,-56.55676,47.25769,183.3717,-34.33278,-87.71643,158.4485,35.86502,-45.256,182.701,-53.05088,-12.52697,180.3602,-66.52243,20.97608,177.0822,-57.8522,47.68945,182.6586,-34.528,-0.8163241,0.08152186,-0.5718122,-0.2106598,-0.0685889,-0.9751502,-0.05584401,-0.1436544,-0.9880511,0.08313068,-0.1956366,-0.9771467,0.2275766,-0.121965,-0.9660919,49.96407,56.37888,64.2392,61.76771,48.42474,19.41371,18.54398,18.21265,17.33049,15.3943,TRUE,TRUE,TRUE,TRUE,TRUE,162.438036119911,1
5,8.749344,1.452158,2.024185,3.33091,2.349207,2.527731,-88.87086,161.6619,37.12021,-46.72571,184.4239,-51.58197,-14.48806,182.5732,-64.87785,19.12004,179.2735,-56.56549,47.21045,183.3799,-34.35289,-87.72325,158.4677,35.87231,-45.27773,182.7193,-53.02735,-12.55195,180.3811,-66.49968,20.95879,177.0975,-57.83863,47.6851,182.6598,-34.52571,-0.8166099,0.08185174,-0.5713567,-0.2105475,-0.06897482,-0.9751473,-0.05614419,-0.143474,-0.9880602,0.08304078,-0.1954748,-0.9771867,0.2276642,-0.1213304,-0.9661511,49.96407,56.37888,64.2392,61.76771,48.42474,19.41371,18.54398,18.21265,17.33049,15.3943,TRUE,TRUE,TRUE,TRUE,TRUE,162.440896353035,1
5,8.767415,2.71122,2.681404,3.808071,3.192358,2.98306,-88.92826,161.6869,37.15271,-46.79677,184.4157,-51.56761,-14.57204,182.5566,-64.87077,19.04072,179.2555,-56.56973,47.1432,183.3761,-34.37141,-87.73035,158.487,35.87976,-45.29872,182.7361,-53.00543,-12.57706,180.4014,-66.47768,20.94061,177.1131,-57.82499,47.68057,182.6611,-34.52378,-0.8169268,0.08228452,-0.5708414,-0.2106525,-0.06904177,-0.9751199,-0.05639946,-0.1435069,-0.9880409,0.08283089,-0.1955579,-0.9771879,0.2276618,-0.1209406,-0.9662005,49.96407,56.37888,64.2392,61.76771,48.42474,19.41371,18.54398,18.21265,17.33049,15.3943,TRUE,TRUE,TRUE,TRUE,TRUE,162.438342815702,1
5,8.776403,3.078171,2.995481,3.943434,3.61665,3.240912,-88.96052,161.6944,37.16776,-46.83096,184.3977,-51.55956,-14.61355,182.5434,-64.86501,18.9983,179.2341,-56.56762,47.10461,183.3688,-34.37761,-87.73389,158.4962,35.8834,-45.3089,182.7439,-52.99507,-12.58958,180.4111,-66.46701,20.93111,177.1208,-57.81808,47.67814,182.6617,-34.5229,-0.8170558,0.08246287,-0.5706309,-0.2106358,-0.06922556,-0.9751104,-0.05647102,-0.1436051,-0.9880226,0.08272151,-0.1957279,-0.9771631,0.2276054,-0.1208817,-0.9662212,49.96407,56.37888,64.2392,61.76771,48.42474,19.41371,18.54398,18.21265,17.33049,15.3943,TRUE,TRUE,TRUE,TRUE,TRUE,162.432086512783,1
5,8.794518,2.866186,3.311687,4.020822,4.045959,3.228797,-88.99826,161.634,37.17369,-46.89,184.3499,-51.54155,-14.69132,182.5286,-64.85183,18.92979,179.1687,-56.55386,47.03843,183.3577,-34.38338,-87.74139,158.5151,35.89095,-45.32887,182.7583,-52.97517,-12.61483,180.43,-66.44599,20.91117,177.1362,-57.80386,47.67282,182.663,-34.52116,-0.8172647,0.08179435,-0.5704281,-0.2105414,-0.06965231,-0.9751005,-0.05661504,-0.1435398,-0.9880238,0.08267593,-0.196422,-0.9770277,0.2276509,-0.1205812,-0.966248,49.96407,56.37888,64.2392,61.76771,48.42474,19.41371,18.54398,18.21265,17.33049,15.3943,TRUE,TRUE,TRUE,TRUE,TRUE,162.413627468328,1
5,8.812537,8.967706,4.190017,3.902352,4.866259,3.21848,-89.0202,161.4494,37.13678,-46.93582,184.2651,-51.51778,-14.75882,182.4992,-64.8313,18.87399,179.0743,-56.52718,46.97527,183.3386,-34.37994,-87.74943,158.5336,35.89867,-45.34781,182.7708,-52.95657,-12.63955,180.4479,-66.42584,20.89072,177.1506,-57.78942,47.66692,182.6643,-34.51939,-0.8172475,0.07929716,-0.5708051,-0.2102906,-0.07065338,-0.9750825,-0.05667189,-0.1435223,-0.9880231,0.08275537,-0.1974664,-0.9768104,0.22765,-0.1203725,-0.9662743,49.96407,56.37888,64.2392,61.76771,48.42474,19.41371,18.54398,18.21265,17.33049,15.3943,TRUE,TRUE,TRUE,TRUE,TRUE,162.395418788364,1
5,8.830664,6.927486,4.990828,3.90768,5.508002,2.878649,-89.06556,161.4025,37.16753,-46.9528,184.1532,-51.5027,-14.80392,182.4232,-64.81374,18.82958,178.9686,-56.50868,46.93227,183.2901,-34.38247,-87.75824,158.5523,35.90688,-45.3662,182.7811,-52.93845,-12.66359,180.4642,-66.40649,20.86981,177.1639,-57.77473,47.66046,182.6653,-34.51759,-0.8175851,0.07833345,-0.5704546,-0.2099304,-0.07235865,-0.9750351,-0.0567557,-0.1444796,-0.9878787,0.08264331,-0.1986893,-0.9765719,0.2276326,-0.1206354,-0.9662456,49.96407,56.37888,64.2392,61.76771,48.42474,19.41371,18.54398,18.21265,17.33049,15.3943,TRUE,TRUE,TRUE,TRUE,TRUE,162.40938813189,1
