5,0.537642,145.5578,59.59521,80.43826,178.9983,221.1571,81.22368,99.26305,-45.40043,27.70344,150.7434,-131.7958,-13.15542,153.1738,-141.8935,-32.86108,147.9621,-125.9439,-60.31397,138.4512,-99.52077,82.23518,100.1551,-45.36488,27.02237,147.2919,-124.8602,-13.53768,152.0708,-138.9088,-33.55548,145.5536,-124.2011,-61.79419,136.4907,-98.75584,0.7504335,-0.2260213,-0.6210989,0.1131408,0.03104773,-0.9930937,-0.1139984,0.004407299,-0.9934711,-0.06606206,-0.1604765,-0.9848264,-0.2283078,-0.2056277,-0.9516264,49.22672,55.54686,63.29119,60.85617,47.71011,19.12721,18.27032,17.94388,17.07474,15.16712,TRUE,TRUE,TRUE,TRUE,TRUE,159.3766218
5,0.54633,185.8972,61.61134,135.1954,150.2103,249.5504,79.52716,97.95306,-45.69323,27.36579,149.2318,-131.8896,-11.96502,150.2154,-142.0057,-31.20635,146.8618,-126.2087,-57.86421,139.3731,-100.5735,80.34925,98.67007,-46.0366,26.84094,147.7098,-126.0646,-13.14805,151.2429,-139.9052,-32.47664,145.9147,-125.0153,-59.97152,137.7273,-99.9017,0.7261093,-0.2536802,-0.6390709,0.0992376,0.009672594,-0.9950168,-0.1027245,-0.05097471,-0.9934028,-0.04806925,-0.1881246,-0.9809681,-0.1839489,-0.1983456,-0.9627159,49.22672,55.54686,63.29119,60.85617,47.71011,19.12721,18.27032,17.94388,17.07474,15.16712,TRUE,TRUE,TRUE,TRUE,TRUE,160.2251403
5,0.563649,308.6308,65.10854,267.9148,142.156,293.2264,73.01255,95.2154,-49.27668,26.21124,148.2925,-131.8163,-9.739299,143.7566,-141.8203,-28.76324,144.8831,-126.367,-51.44276,138.94,-101.93,74.36725,95.72193,-49.22734,26.11974,148.1344,-128.2298,-11.17543,146.2831,-141.1977,-29.73876,145.1591,-126.0536,-54.27004,138.6891,-101.8118,0.6451955,-0.3031527,-0.7012996,0.07025339,0.001934913,-0.9975273,-0.07814951,-0.1484825,-0.9858223,-0.02371779,-0.2260282,-0.973832,-0.07330567,-0.2266708,-0.9712089,49.22672,55.54686,63.29119,60.85617,47.71011,19.12721,18.27032,17.94388,17.07474,15.16712,TRUE,TRUE,TRUE,TRUE,TRUE,160.9738134
4,0.580986,440.3209,277.3622,1383.621,266.8299,412.4377,64.79797,94.78067,-55.69024,26.21834,157.6644,-130.5152,2.758926,88.27601,-87.38407,-26.6464,153.2679,-126.0846,-47.21292,148.0464,-102.5159,66.61682,94.67764,-54.87921,25.27169,151.9739,-129.6052,-3.138368,116.1268,-128.1446,-27.17551,148.2167,-126.406,-48.28177,143.6273,-102.8273,0.5562453,-0.2987777,-0.7754502,0.0621484,0.09605227,-0.9934342,0.05176665,-0.838701,-0.5421263,-0.01339775,-0.1767898,-0.9841574,-0.0103519,-0.1540667,-0.9880062,49.22672,55.54686,63.29119,60.85617,47.71011,19.12721,18.27032,17.94388,17.07474,15.16712,TRUE,TRUE,FALSE,TRUE,TRUE,159.4259179
4,0.598351,665.7322,512.7479,1660.691,749.1966,419.399,53.9594,96.34935,-66.92293,15.79888,167.1646,-132.2497,-2.745592,89.96023,-53.71664,-26.11708,113.4687,-92.03984,-43.16225,123.3625,-82.09405,57.09444,95.45988,-63.91159,20.64289,162.0886,-130.8132,-1.97984,97.73171,-102.9583,-28.64138,139.244,-122.4369,-46.56945,139.7219,-100.3087,0.4172172,-0.2742645,-0.8664346,-0.01481528,0.204318,-0.9787924,0.05261469,-0.9806219,0.1887125,-0.01504575,-0.6211016,-0.7835856,0.04989452,-0.5502065,-0.8335367,49.22672,55.54686,63.29119,60.85617,47.71011,19.12721,18.27032,17.94388,17.07474,15.16712,TRUE,TRUE,FALSE,TRUE,TRUE,155.0650883
2,0.615665,778.3192,877.6741,1203.062,1554.186,711.4082,41.40153,105.381,-73.73875,1.802781,184.6885,-124.3386,-7.623619,96.65126,-51.23771,-22.55235,103.1353,-46.52635,-45.47803,118.0462,-67.95311,45.31232,101.8426,-71.31715,7.549403,178.0893,-126.5631,-4.429132,95.18409,-87.41285,-30.16799,115.9146,-95.70621,-48.63719,129.405,-87.24541,0.229205,-0.1736738,-0.9577591,-0.1221676,0.3416253,-0.9318622,0.1040061,-0.9108016,0.3995286,0.1406022,-0.987483,-0.07147327,0.12697,-0.811137,-0.5709076,49.22672,55.54686,63.29119,60.85617,47.71011,19.12721,18.27032,17.94388,17.07474,15.16712,TRUE,TRUE,FALSE,FALSE,FALSE,144.4922613
2,0.633011,582.1629,935.3064,851.757,1281.761,605.2333,36.67002,112.7616,-71.51982,1.774751,199.7865,-110.1374,-7.78988,102.1037,-49.2773,-21.96457,105.6692,-42.65107,-44.96962,123.5403,-63.43161,37.09519,109.5088,-72.22617,2.346576,193.981,-115.2475,-5.471239,96.23759,-79.88927,-28.26875,110.4947,-77.7282,-48.29016,127.6199,-78.8716,0.1626974,-0.05085345,-0.9853647,-0.1220365,0.4776662,-0.8700242,0.1129449,-0.899815,0.4213982,0.2237584,-0.9581922,0.1783255,0.198384,-0.8356633,-0.5121627,49.22672,55.54686,63.29119,60.85617,47.71011,19.12721,18.27032,17.94388,17.07474,15.16712,TRUE,TRUE,FALSE,FALSE,FALSE,136.5491862
2,0.650356,375.4229,633.6491,589.116,924.0517,430.6906,34.18881,114.1712,-69.42761,2.382012,203.4152,-105.2816,-5.984903,102.9788,-47.14362,-20.23744,105.8252,-41.2317,-43.33504,123.958,-62.02842,32.73692,112.9811,-70.3164,1.967971,201.5413,-107.8492,-5.614647,97.03237,-76.02956,-26.35204,109.0062,-68.64381,-47.23812,126.9955,-74.73428,0.1132667,-0.0304333,-0.9930984,-0.1209525,0.5111019,-0.8509673,0.1276051,-0.8772045,0.462849,0.263436,-0.9144413,0.3072433,0.2447268,-0.8455556,-0.474494,49.22672,55.54686,63.29119,60.85617,47.71011,19.12721,18.27032,17.94388,17.07474,15.16712,TRUE,TRUE,FALSE,FALSE,FALSE,134.3246357
2,0.667763,233.8053,394.208,378.5335,605.6949,374.4081,32.83677,114.4276,-68.25837,2.791715,204.659,-103.5127,-4.524968,103.0888,-45.90278,-18.76913,105.6686,-40.22776,-41.22569,122.6309,-59.9241,30.65997,113.6583,-68.7407,2.024686,204.2627,-104.7685,-5.580793,97.4183,-74.01432,-25.10727,108.305,-63.80508,-46.29508,126.3106,-72.22005,0.08106542,-0.03014847,-0.9962527,-0.1227612,0.5209569,-0.8447092,0.1367927,-0.8660399,0.4808976,0.280877,-0.8875987,0.3650708,0.28717,-0.8692157,-0.4024892,49.22672,55.54686,63.29119,60.85617,47.71011,19.12721,18.27032,17.94388,17.07474,15.16712,TRUE,TRUE,FALSE,FALSE,FALSE,133.5720027
2,0.685103,162.2893,332.9919,236.6137,368.5928,636.0013,32.34008,115.8995,-67.61668,4.819221,207.8794,-100.6592,-2.450077,104.3087,-45.79505,-16.64989,106.5538,-40.12794,-32.48007,116.2066,-43.02921,29.89979,114.8872,-67.77503,2.936295,206.5377,-102.3249,-5.474136,97.67784,-72.78716,-24.1895,107.9934,-61.06106,-44.37339,124.6512,-68.51274,0.05055792,-0.01035843,-0.9986674,-0.1181185,0.5468732,-0.8288412,0.1367451,-0.8719122,0.4701807,0.2842303,-0.8849127,0.3689752,0.3890401,-0.9195784,-0.05498528,49.22672,55.54686,63.29119,60.85617,47.71011,19.12721,18.27032,17.94388,17.07474,15.16712,TRUE,TRUE,FALSE,FALSE,FALSE,131.8018749
1,0.702449,133.1906,360.4621,181.1002,239.5916,507.887,32.28014,118.2966,-67.55259,9.561341,213.0027,-97.62852,0.2963141,106.8952,-47.12249,-13.87272,108.5976,-41.28231,-28.60508,117.1392,-40.05723,29.69041,117.161,-67.64962,5.746562,210.3148,-99.44741,-5.117836,98.24256,-71.04213,-23.16236,107.9707,-58.97431,-42.17638,123.4164,-64.72489,0.03673887,0.01671011,-0.9991852,-0.08540251,0.5845461,-0.8068533,0.1183183,-0.8814097,0.457294,0.2721203,-0.8815491,0.3857743,0.4046934,-0.9034205,0.1416143,49.22672,55.54686,63.29119,60.85617,47.71011,19.12721,18.27032,17.94388,17.07474,15.16712,FALSE,TRUE,FALSE,FALSE,FALSE,130.9198039
1,0.719754,121.8592,379.4769,174.6872,165.0398,319.377,33.1922,120.7008,-68.01694,14.40973,217.7822,-94.66385,2.698969,109.3027,-48.52214,-11.62424,110.5336,-43.60685,-26.06491,118.7509,-41.44444,30.63054,119.5601,-68.27293,10.04887,214.8995,-96.44029,-3.872925,99.97894,-67.18465,-21.20995,108.2939,-56.20963,-39.8862,122.617,-61.39209,0.05613562,0.04828763,-0.9972548,-0.04224005,0.6214366,-0.782325,0.09267538,-0.8868824,0.4526045,0.2518746,-0.8873465,0.3862323,0.4042189,-0.8846485,0.232388,49.22672,55.54686,63.29119,60.85617,47.71011,19.12721,18.27032,17.94388,17.07474,15.16712,FALSE,TRUE,FALSE,FALSE,FALSE,130.76511
