0,6.139035,35.90535,86.70197,138.7077,246.83,158.644,-43.05031,140.3727,-41.02249,-51.02034,138.9422,-42.07645,-46.546,127.1659,-40.51993,-31.26341,119.6406,-29.60263,-13.18998,124.7622,-22.85775,-42.18021,140.5623,-41.30316,-49.36396,138.212,-44.8909,-43.3384,126.1564,-45.17052,-28.63678,121.1268,-33.88076,-12.56271,125.2219,-23.03598,-0.04331342,-0.03521855,-0.9984406,-0.3622483,-0.901734,-0.2359066,-0.5228939,-0.8429386,-0.1266353,-0.6074978,-0.7932237,-0.04174548,-0.7373267,-0.6673368,-0.1049324,52.11637,58.80751,67.00644,64.42848,50.51073,20.25,19.3428,18.9972,18.07704,16.05744,FALSE,FALSE,FALSE,FALSE,FALSE,137.8910709
0,6.157135,74.58587,91.64194,116.3542,182.8268,100.8651,-43.0668,138.1963,-41.05551,-51.23207,136.5742,-42.06033,-46.59639,124.8336,-40.17347,-31.32792,117.4552,-28.03114,-13.24883,123.3039,-22.60463,-42.34538,138.5748,-41.03479,-50.20427,137.8092,-43.96589,-44.21085,125.9329,-43.88702,-29.36618,120.2719,-32.20625,-13.22961,124.1535,-22.29675,-0.04537719,-0.04862264,-0.9977859,-0.346572,-0.9131612,-0.2145329,-0.5078275,-0.8548945,-0.106144,-0.5932634,-0.8049938,-0.00484818,-0.7268945,-0.6812819,-0.08648358,52.11637,58.80751,67.00644,64.42848,50.51073,20.25,19.3428,18.9972,18.07704,16.05744,FALSE,FALSE,FALSE,FALSE,FALSE,137.8391042
0,6.17525,85.64468,114.3844,112.862,114.941,76.40259,-43.17214,136.3484,-41.38166,-51.38933,134.2209,-41.94339,-46.57412,122.6993,-39.90502,-31.07183,115.8871,-28.11032,-13.17682,121.9874,-22.58115,-42.51485,136.4715,-41.18425,-50.84103,136.0636,-43.01073,-44.993,124.9419,-42.48662,-29.82552,119.252,-30.95059,-13.45247,122.885,-21.86584,-0.05502439,-0.06157633,-0.9965845,-0.3336171,-0.924518,-0.1842989,-0.4951609,-0.8651364,-0.07971648,-0.5811522,-0.8136843,0.01341686,-0.7186518,-0.6929331,-0.05816589,52.11637,58.80751,67.00644,64.42848,50.51073,20.25,19.3428,18.9972,18.07704,16.05744,FALSE,FALSE,FALSE,FALSE,FALSE,138.5369933
0,6.184214,129.3397,163.4907,164.4065,124.2986,89.17084,-43.22622,134.172,-42.27854,-51.31119,131.5721,-42.39109,-46.3463,120.0896,-39.66423,-30.62831,114.0413,-28.49939,-12.81705,120.5337,-23.24214,-42.7059,134.6897,-41.8317,-51.05189,134.2477,-42.73248,-45.32672,123.76,-41.67562,-29.99659,118.3533,-30.33082,-13.37003,121.8354,-21.97868,-0.06496047,-0.08221265,-0.9944955,-0.3201857,-0.9351503,-0.1515756,-0.4815274,-0.8755092,-0.04018591,-0.5689006,-0.821487,0.03887454,-0.709511,-0.7039655,-0.03204357,52.11637,58.80751,67.00644,64.42848,50.51073,20.25,19.3428,18.9972,18.07704,16.05744,FALSE,FALSE,FALSE,FALSE,FALSE,139.5015889
0,6.202302,217.6794,247.656,231.0038,175.3921,159.6761,-43.24641,128.9787,-44.68246,-51.28848,125.6259,-43.30642,-46.34812,114.5558,-39.80135,-30.51339,109.72,-30.11954,-12.7846,116.4753,-24.86855,-42.85975,129.8662,-43.95498,-51.2107,128.5072,-42.57946,-45.83136,119.4018,-40.1228,-30.24091,115.0297,-29.64311,-13.15774,118.409,-23.005,-0.0655723,-0.1386027,-0.9881749,-0.3149336,-0.9467512,-0.06692576,-0.4777421,-0.8777587,0.03608416,-0.5682638,-0.8192978,0.07633714,-0.7091047,-0.7050484,0.008793539,52.11637,58.80751,67.00644,64.42848,50.51073,20.25,19.3428,18.9972,18.07704,16.05744,FALSE,FALSE,FALSE,FALSE,FALSE,140.332071
0,6.220379,297.2061,316.5505,287.0693,229.772,224.2457,-44.90289,122.4032,-45.78691,-53.12022,118.9644,-41.7252,-48.36486,108.5719,-38.37253,-32.30764,104.5897,-30.08069,-14.37004,111.4068,-25.74612,-44.35828,123.4246,-45.24266,-52.65937,121.3244,-41.04591,-47.29517,113.0699,-38.27596,-31.30358,109.6656,-29.32541,-14.17291,113.5957,-24.25667,-0.09253806,-0.2332613,-0.9680009,-0.3265492,-0.9419883,0.07761136,-0.4898965,-0.8585728,0.1511759,-0.5810915,-0.7970255,0.1645691,-0.7217846,-0.6854765,0.09564995,52.11637,58.80751,67.00644,64.42848,50.51073,20.25,19.3428,18.9972,18.07704,16.05744,FALSE,FALSE,FALSE,FALSE,FALSE,144.5911389
0,6.238461,293.4392,298.682,222.7885,289.3947,301.1602,-47.76655,120.9525,-52.34576,-57.3638,120.4408,-49.9417,-52.88103,108.6813,-36.39796,-37.50946,104.084,-37.11934,-19.09494,109.7309,-33.03134,-46.37989,120.6216,-50.39165,-55.77668,119.5978,-45.85813,-50.74498,109.3069,-36.26536,-34.11599,106.2923,-32.66911,-17.1763,110.843,-29.03128,-0.1100487,-0.2795383,-0.9538069,-0.3938018,-0.9148293,0.08948421,-0.5190125,-0.79479,0.3145392,-0.6320122,-0.7494631,0.1971436,-0.765577,-0.6285846,0.1370157,52.11637,58.80751,67.00644,64.42848,50.51073,20.25,19.3428,18.9972,18.07704,16.05744,FALSE,FALSE,FALSE,FALSE,FALSE,148.9600409
0,6.256604,337.892,868.1046,727.6692,709.8115,603.088,-61.95156,123.4932,-41.72863,-53.01115,160.1039,-85.70055,-34.19283,126.8502,-84.53872,-18.50661,109.6688,-71.18751,3.439742,106.638,-54.13562,-53.58932,119.3596,-49.75054,-57.60029,122.573,-57.39804,-51.95302,107.038,-42.8713,-35.03985,104.0644,-40.00019,-16.38518,108.0247,-36.9373,-0.307777,-0.1539986,-0.938913,-0.3948216,-0.7692904,-0.5023028,-0.5203926,-0.8437631,-0.1313599,-0.5853917,-0.7908579,-0.1784945,-0.7131906,-0.673426,-0.1945681,52.11637,58.80751,67.00644,64.42848,50.51073,20.25,19.3428,18.9972,18.07704,16.05744,FALSE,FALSE,FALSE,FALSE,FALSE,157.1716153
4,6.274638,909.9505,852.5064,1353.489,1448.711,1437.63,-59.6636,107.5497,-18.46164,-52.36367,183.3782,-84.12569,2.414872,149.954,-96.26377,34.49728,137.9345,-89.25568,63.27226,124.2948,-53.86889,-56.09422,108.9267,-30.25314,-57.53284,125.1761,-62.61072,-40.56951,105.595,-59.84845,-26.04283,103.0322,-48.02913,10.36446,102.3895,-46.25269,-0.3133273,-0.4388003,-0.8421878,-0.3354855,-0.2918237,-0.8957055,-0.1809314,-0.71214,-0.6783218,-0.1029956,-0.6710194,-0.7342512,-0.003291411,-0.7209636,-0.6929651,52.11637,58.80751,67.00644,64.42848,50.51073,20.25,19.3428,18.9972,18.07704,16.05744,FALSE,TRUE,TRUE,TRUE,TRUE,154.9631441
4,6.292793,618.416,690.4595,1335.866,1427.198,1361.332,-56.12505,97.83042,-15.38973,-53.98008,169.9421,-85.94987,5.357937,151.6998,-97.22426,42.1027,139.1465,-84.18856,71.80264,123.8476,-44.36459,-55.48695,101.8281,-22.22739,-56.75785,132.2159,-70.58002,-24.72406,112.9926,-74.05688,-2.31829,108.5768,-62.90478,45.09152,107.9941,-46.75914,-0.2425948,-0.4810346,-0.8424687,-0.2787301,0.005370334,-0.9603544,0.08008286,-0.4007455,-0.9126827,0.22493,-0.4057999,-0.8858515,0.4339461,-0.5353748,-0.7246134,52.11637,58.80751,67.00644,64.42848,50.51073,20.25,19.3428,18.9972,18.07704,16.05744,FALSE,TRUE,TRUE,TRUE,TRUE,145.961986
